Epoch,Target Cost,Squared Loss,Cross Entropy Loss
782,4202.03,0.0480101,0.82911
783,4433.04,0.0496284,0.89063
784,4146.67,0.0494268,0.830591
785,4204.17,0.0500288,0.850457
786,4056.23,0.0449188,0.803508
787,4357.44,0.047487,0.849597
788,4338.93,0.0483858,0.853698
789,4480.74,0.0499898,0.866921
790,4328.84,0.0538678,0.838929
791,4223.42,0.0513795,0.842961
792,4179.06,0.0476699,0.824206
793,4390.47,0.0482741,0.861013
794,4025.29,0.0527185,0.807512
795,4366.44,0.0527717,0.863532
796,4052.89,0.0500619,0.810261
797,4203.46,0.0488121,0.817931
798,4287.91,0.046162,0.838612
799,4097.38,0.0469564,0.834947
800,4227.18,0.0464588,0.848273
801,4434.13,0.0489992,0.884814
802,4280.52,0.0508367,0.849809
803,4435.84,0.0483458,0.863276
804,3932.56,0.0512808,0.793804
805,4170.63,0.0499562,0.852118
806,4270.64,0.0497745,0.853628
807,4392.44,0.0511818,0.877901
808,4145.47,0.0525207,0.809275
809,4435.44,0.0487363,0.891715
810,4316.62,0.0498039,0.859066
811,4308.65,0.0504467,0.872987
812,4196.33,0.0523648,0.852962
813,4490.2,0.0476701,0.907856
814,4394.83,0.0511114,0.862449
815,4189.55,0.0523083,0.853121
816,4318.78,0.0481398,0.858786
817,4256.58,0.0502319,0.854303
818,4081.05,0.051564,0.833987
819,4218.86,0.050781,0.854296
820,4433.17,0.0544566,0.900495
821,4215.38,0.0510746,0.853887
822,4308.58,0.0544408,0.819327
823,4475.08,0.0504623,0.86873
824,4480.2,0.0500676,0.86782
825,4584.54,0.0509418,0.913278
826,4228.87,0.048829,0.827623
827,4344.7,0.0511598,0.853194
828,4418.97,0.0511512,0.854381
829,4331.07,0.0504963,0.855034
830,4211.92,0.0497751,0.852696
831,4549.6,0.0501902,0.89638
832,4065.04,0.0505136,0.826671
833,4560.96,0.0524599,0.875955
834,4357.8,0.0504735,0.894252
835,4117.39,0.0525893,0.842788
836,4034.46,0.0521939,0.822562
837,4148.26,0.046389,0.844416
838,4191.43,0.0519855,0.834212
839,4392.65,0.0482302,0.886274
840,4085.76,0.0492031,0.823536
841,4575.45,0.0487367,0.904165
842,4120.75,0.0510641,0.832777
843,4440.92,0.0487351,0.880191
844,4336.4,0.0515994,0.871083
845,4464.12,0.0499674,0.89833
846,4224.1,0.0517512,0.841457
847,4316.72,0.0505472,0.8499
848,4310.05,0.0482893,0.895155
849,4628.18,0.0498497,0.901
850,4344.42,0.0477661,0.876483
851,4548.03,0.0481356,0.895185
852,4200.02,0.0502513,0.847564
853,4329.97,0.0511084,0.856294
854,4500.11,0.050431,0.871247
855,4491.55,0.0469132,0.909644
856,4349.75,0.0471073,0.86852
857,4402.86,0.0489803,0.885094
858,4239.67,0.0450695,0.854842
859,4308.48,0.0530353,0.883449
860,4256.1,0.049469,0.860706
861,4430.54,0.0497519,0.864765
862,4311.7,0.0508796,0.847878
863,4570.3,0.046591,0.909272
864,4346.93,0.0519661,0.871813
865,4324.62,0.051123,0.83945
866,4287.35,0.0501958,0.865535
867,4308.01,0.047685,0.859285
868,4255.18,0.0452428,0.866605
869,4184.14,0.0448537,0.840489
870,4605.57,0.0513651,0.905701
871,4443.91,0.0489752,0.891777
872,4360.35,0.0483003,0.881948
873,4420.71,0.0486474,0.878429
874,4609.37,0.050661,0.90797
875,4164.07,0.0531316,0.832265
876,4365.36,0.0523592,0.87955
877,4689.52,0.0526885,0.910695
878,4416.21,0.0495739,0.882042
879,4548.1,0.0519637,0.911769
880,4495.28,0.0489091,0.902423
881,4506.68,0.052553,0.886908
882,4588.51,0.0518204,0.91644
883,4372.87,0.0493926,0.878057
884,4414.68,0.0496083,0.879784
885,4363.51,0.0463192,0.895457
886,4585.73,0.0460708,0.926703
887,4338.13,0.0495968,0.890189
888,4211.49,0.0520961,0.840135
889,4455.88,0.0482301,0.885005
890,4568.74,0.0508863,0.922699
891,4143.91,0.0488255,0.838682
892,4400.43,0.0476112,0.87484
893,4379.55,0.0561661,0.858615
894,4461.5,0.0538041,0.88667
895,4048.74,0.0512984,0.823577
896,4551.13,0.0503412,0.886772
897,4665.12,0.0506437,0.942773
898,4519.5,0.0451809,0.912303
899,4699.3,0.0494288,0.913918
900,4572.98,0.0481008,0.896615
901,4333.34,0.0511737,0.855331
902,4529.53,0.0496375,0.90075
903,4443.31,0.0505911,0.880948
904,4655.55,0.053934,0.899672
905,4357.01,0.0539225,0.886549
906,4445.58,0.0504057,0.914377
907,4418.52,0.0515792,0.89005
908,4653.28,0.0510655,0.91927
909,4572.21,0.0493766,0.916003
910,4711.76,0.0511154,0.946863
911,4301.23,0.0509526,0.856212
912,4347.47,0.0537062,0.856993
913,4483.21,0.0515795,0.875695
914,4565.82,0.049282,0.903074
915,4547.28,0.0536249,0.892675
916,4237.83,0.0531202,0.828611
917,4265.91,0.0522465,0.852089
918,4487.08,0.0518073,0.870695
919,4608.73,0.0484032,0.913782
920,4349.8,0.0513277,0.863414
921,4529.41,0.0482988,0.919547
922,4608.43,0.0565761,0.922901
923,4572.09,0.0524817,0.901475
924,4617.73,0.0490757,0.920275
925,4426.96,0.0503724,0.881423
926,4368.63,0.0520711,0.876043
927,4416.54,0.0484474,0.886493
928,4551.72,0.046479,0.920929
929,4688.27,0.0504358,0.948065
930,4391.49,0.0499418,0.880138
931,4601.8,0.0483834,0.920154
932,4273.58,0.0471253,0.869747
933,4507.44,0.048551,0.899692
934,4630.22,0.0500236,0.93449
935,4668.59,0.0497938,0.936933
936,4705.86,0.0482623,0.943883
937,4690.6,0.0493158,0.926864
938,4612.21,0.0527983,0.923476
939,4634.11,0.0480533,0.924629
940,4267.3,0.0505545,0.869644
941,4291.06,0.0545011,0.863356
942,4486.81,0.0483079,0.928173
943,4444.06,0.0516449,0.894528
944,4627.75,0.0530998,0.916685
945,4455.88,0.0516831,0.873331
946,4461.83,0.0510061,0.914281
947,4697.66,0.0527112,0.935694
948,4763.46,0.0523318,0.934661
949,4491.38,0.0506684,0.868802
950,4356.4,0.0498704,0.873864
951,4646.48,0.0516851,0.912116
952,4486.16,0.0489427,0.928545
953,4698.29,0.0478153,0.939347
954,4683.01,0.0521648,0.936999
955,4584.01,0.0514187,0.910849
956,4634.87,0.0508966,0.919311
957,4520.69,0.0527177,0.899895
958,4662.87,0.0536984,0.947802
959,4705.29,0.0518209,0.938837
960,4370.43,0.0525589,0.8596
961,4344.94,0.0515051,0.87182
962,4569.13,0.0510413,0.922511
963,4521.02,0.0494927,0.90614
964,4462.55,0.0495384,0.885085
965,4591.16,0.0524389,0.916161
966,4456.52,0.0486654,0.905587
967,4524.6,0.0495291,0.911447
968,4707.04,0.0543953,0.943756
969,4631.7,0.0501619,0.942404
970,4557.65,0.0514728,0.916422
971,4400.02,0.0534444,0.882982
972,4520.82,0.0512268,0.890508
973,4530.2,0.0508206,0.930598
974,4630.18,0.0519848,0.926425
975,4479.45,0.0543706,0.88112
976,4710.6,0.0521523,0.947703
977,4732.77,0.0512602,0.93917
978,4667.86,0.0498581,0.935254
979,4712.91,0.0494496,0.910891
980,4589.95,0.0529935,0.920136
981,4792.61,0.0518662,0.944483
982,4576.88,0.0516047,0.900389
983,4691.21,0.0528158,0.947858
984,4583.82,0.0507343,0.924152
985,4485.8,0.0562657,0.895592
986,4604.02,0.0532416,0.901039
987,4450.49,0.0506501,0.885313
988,4441.75,0.0505867,0.903722
989,4683.34,0.0509173,0.949216
990,4672.71,0.0539884,0.944395
991,4819.43,0.0508613,0.969721
992,4640.26,0.0490842,0.925938
993,4715.41,0.0530912,0.926723
994,4624.92,0.0529295,0.924047
995,4686.41,0.0506737,0.941595
996,4757.75,0.050029,0.955178
997,4706.15,0.050935,0.928419
998,4585.97,0.0494823,0.934988
999,4881.2,0.0515814,0.979046
1000,4845.74,0.0527529,0.969838
